"IDENTIFICACION","SEXO","SALARIO","TIPO_ASEGURAMIENTO","SECTOR","INDICADOR_ACTIVO","INDICADOR.EXTRANJERO","INDICADOR_MOROSO","EDAD"
3549,"MUJER","542430","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3550,"HOMBRE","1186247,24","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",58
3551,"MUJER","495975","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",56
3552,"HOMBRE","490122","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",45
3553,"MUJER","358000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",35
3554,"MUJER","233615","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
3555,"HOMBRE","540287,05","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
3556,"MUJER","862543,82","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",37
3557,"HOMBRE","331181","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",51
3558,"MUJER","4805416,75","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",60
3559,"HOMBRE","857231","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3560,"MUJER","297050","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","NO","NO","SI",27
3561,"MUJER","541045","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3562,"HOMBRE","623822","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3563,"HOMBRE","476987","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",52
3564,"HOMBRE","1976257","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",56
3565,"MUJER","361783","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","SI",52
3566,"HOMBRE","279985,18","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
3567,"HOMBRE","380000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
3568,"HOMBRE","4102647,12","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
3569,"MUJER","413618,8","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3570,"HOMBRE","295477","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",28
3571,"HOMBRE","300018","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",61
3572,"HOMBRE","1700000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",45
3573,"MUJER","1260977,05","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",38
3574,"HOMBRE","885053,25","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",35
3575,"MUJER","722010,7","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",36
3576,"HOMBRE","413166","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
3577,"MUJER","356455","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",52
3578,"MUJER","300000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",41
3579,"MUJER","1642647","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",59
3580,"HOMBRE","200000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",30
3581,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",35
3582,"HOMBRE","1184243","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",37
3583,"MUJER","1586732,18","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",70
3584,"HOMBRE","100000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",41
3585,"HOMBRE","1198242,16","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3586,"HOMBRE","470162,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",43
3587,"HOMBRE","300018","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",51
3588,"MUJER","671005","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",30
3589,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",50
3590,"HOMBRE","4039119,56","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",59
3591,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",25
3592,"HOMBRE","9720000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",38
3593,"HOMBRE","385347,22","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3594,"HOMBRE","515000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3595,"HOMBRE","952625","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
3596,"HOMBRE","395044,25","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",56
3597,"HOMBRE","270000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
3598,"MUJER","2586394,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",32
3599,"HOMBRE","302470","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",53
3600,"MUJER","731424","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",28
3601,"MUJER","239683,08","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
3602,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",56
3603,"HOMBRE","377350,76","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3604,"MUJER","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",38
3605,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",43
3606,"HOMBRE","299441","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",34
3607,"MUJER","298390","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",35
3608,"MUJER","774085","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",48
3609,"MUJER","297502","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",26
3610,"MUJER","224002,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",60
3611,"HOMBRE","445567","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",47
3612,"HOMBRE","297058","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",53
3613,"HOMBRE","200000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
3614,"HOMBRE","283803,05","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",19
3615,"HOMBRE","361590,25","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
3616,"HOMBRE","620412,3","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",54
3617,"HOMBRE","278000","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",37
3618,"HOMBRE","492250,24","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
3619,"MUJER","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",53
3620,"HOMBRE","1396054,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",40
3621,"MUJER","604940","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",30
3622,"HOMBRE","200000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",61
3623,"MUJER","592421,67","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3624,"HOMBRE","419680","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",51
3625,"HOMBRE","2054741","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",60
3626,"HOMBRE","241993,84","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",36
3627,"HOMBRE","671573","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",41
3628,"MUJER","278030,99","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","NO",30
3629,"HOMBRE","1557874","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",32
3630,"MUJER","320979,97","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3631,"MUJER","119964","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",25
3632,"HOMBRE","444011,07","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
3633,"HOMBRE","391531","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",41
3634,"MUJER","1845577,5","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",33
3635,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",41
3636,"HOMBRE","299784","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",33
3637,"HOMBRE","668500","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",34
3638,"MUJER","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",32
3639,"MUJER","507944","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",77
3640,"MUJER","300018","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",57
3641,"MUJER","367500","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",54
3642,"MUJER","1576048","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",56
3643,"MUJER","392276","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",61
3644,"HOMBRE","474037","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
3645,"MUJER","1494240,1","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
3646,"MUJER","386136","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
3647,"HOMBRE","390581,32","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
3648,"MUJER","433902,87","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
3649,"HOMBRE","295000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
3650,"HOMBRE","300018","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",42
3651,"HOMBRE","617046,87","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",23
3652,"MUJER","650000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3653,"HOMBRE","3394970,65","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
3654,"MUJER","30995","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
3655,"MUJER","351950,66","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",46
3656,"MUJER","590320","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
3657,"HOMBRE","321054,98","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",51
3658,"MUJER","403433,03","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",26
3659,"HOMBRE","400000","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",30
3660,"HOMBRE","2345522,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",48
3661,"HOMBRE","480577","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",49
3662,"HOMBRE","458437","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3663,"MUJER","314569","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",61
3664,"HOMBRE","84000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",32
3665,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","NO","SI","SI",20
3666,"MUJER","464076,6","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
3667,"MUJER","358976,25","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",19
3668,"MUJER","359544,27","CONVENIOS ESPECIALES DE ASEGURADOS VOLUNTARIOS","SECTOR PRIVADO","SI","SI","NO",29
3669,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",43
3670,"HOMBRE","212337","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",31
3671,"HOMBRE","79890","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",53
3672,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",44
3673,"MUJER","630173","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",75
3674,"MUJER","1041733","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",37
3675,"MUJER","440000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
3676,"HOMBRE","278030","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",26
3677,"HOMBRE","450886","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",53
3678,"MUJER","552751,04","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3679,"HOMBRE","346647,79","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
3680,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",53
3681,"HOMBRE","342027","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
3682,"HOMBRE","405586,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",48
3683,"HOMBRE","299647","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",68
3684,"HOMBRE","244574,2","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
3685,"MUJER","297050","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",56
3686,"HOMBRE","1529247","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3687,"HOMBRE","200000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",34
3688,"MUJER","1203138","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",37
3689,"MUJER","179772","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3690,"HOMBRE","1159222,2","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",58
3691,"HOMBRE","960405,5","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",50
3692,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",52
3693,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",33
3694,"HOMBRE","653778,43","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
3695,"HOMBRE","538863,51","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
3696,"HOMBRE","499125","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",47
3697,"MUJER","359544,27","CONVENIOS ESPECIALES DE ASEGURADOS VOLUNTARIOS","SECTOR PRIVADO","SI","SI","NO",47
3698,"MUJER","960815,8","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",54
3699,"MUJER","445641","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",41
3700,"HOMBRE","255659","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",23
3701,"HOMBRE","2615121,75","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",56
3702,"HOMBRE","94480","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",54
3703,"HOMBRE","411667","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
3704,"HOMBRE","101489","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
3705,"HOMBRE","1017560,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",60
3706,"HOMBRE","753064","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",53
3707,"HOMBRE","495975","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",33
3708,"MUJER","639148","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",84
3709,"MUJER","1821145","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",59
3710,"HOMBRE","325000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
3711,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",49
3712,"HOMBRE","979107,34","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
3713,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",39
3714,"MUJER","330278","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
3715,"HOMBRE","476355","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",48
3716,"HOMBRE","420000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3717,"MUJER","1333402","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",39
3718,"HOMBRE","356657","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","SI",61
3719,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",31
3720,"HOMBRE","239421","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",22
3721,"HOMBRE","202396,55","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3722,"HOMBRE","260000","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",37
3723,"MUJER","858032,05","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",53
3724,"MUJER","2036556,25","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",37
3725,"HOMBRE","454518","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3726,"HOMBRE","459616,28","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3727,"HOMBRE","299744","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",40
3728,"HOMBRE","2590373,15","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",56
3729,"HOMBRE","551468,9","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
3730,"HOMBRE","550000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",58
3731,"HOMBRE","1182929,87","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",32
3732,"HOMBRE","728454,02","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",35
3733,"HOMBRE","533333,33","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3734,"MUJER","319879","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",54
3735,"HOMBRE","32956","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
3736,"HOMBRE","450000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
3737,"MUJER","682607,23","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",28
3738,"MUJER","1326562","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",59
3739,"HOMBRE","195000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3740,"MUJER","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",47
3741,"HOMBRE","840549","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",54
3742,"MUJER","1343265,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",40
3743,"HOMBRE","600000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
3744,"HOMBRE","795414","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
3745,"MUJER","359545","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",30
3746,"MUJER","351185","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",50
3747,"HOMBRE","395218,86","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
3748,"HOMBRE","241119","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",47
3749,"HOMBRE","445567","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",50
3750,"HOMBRE","1116779,84","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",42
3751,"HOMBRE","499958,33","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3752,"MUJER","250000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3753,"HOMBRE","314424","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
3754,"MUJER","367892","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",43
3755,"HOMBRE","361180,29","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",28
3756,"HOMBRE","330000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
3757,"MUJER","359544,27","CONVENIOS ESPECIALES DE ASEGURADOS VOLUNTARIOS","SECTOR PRIVADO","SI","SI","NO",40
3758,"MUJER","204800","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",31
3759,"HOMBRE","553159,81","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
3760,"HOMBRE","370000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",21
3761,"MUJER","640745,44","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",43
3762,"HOMBRE","3081665","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",52
3763,"HOMBRE","486069","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",48
3764,"MUJER","100900","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",62
3765,"MUJER","158920","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",39
3766,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",50
3767,"MUJER","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",39
3768,"MUJER","248558,8","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",23
3769,"HOMBRE","300000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",22
3770,"HOMBRE","71904,24","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",47
3771,"HOMBRE","1450000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",40
3772,"MUJER","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","NO",48
3773,"HOMBRE","343798","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",62
3774,"HOMBRE","927301,89","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",37
3775,"HOMBRE","670455,76","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",33
3776,"HOMBRE","559022,46","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
3777,"HOMBRE","581009","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
3778,"MUJER","1608290","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",36
3779,"MUJER","1168690","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",54
3780,"MUJER","1109001,29","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",49
3781,"HOMBRE","409616,24","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",57
3782,"MUJER","184000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",53
3783,"HOMBRE","113333","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",38
3784,"HOMBRE","278030","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",24
3785,"HOMBRE","297046","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",60
3786,"MUJER","707680,19","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",19
3787,"MUJER","361811","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",48
3788,"MUJER","350158,37","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3789,"HOMBRE","459101,7","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",65
3790,"HOMBRE","2369994","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",59
3791,"HOMBRE","340000","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",43
3792,"MUJER","284340","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
3793,"MUJER","1927866","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",70
3794,"HOMBRE","465906,4","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",27
3795,"MUJER","297044,99","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","SI","NO",56
3796,"HOMBRE","400000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",43
3797,"HOMBRE","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",26
3798,"HOMBRE","278030","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","SI",29
3799,"MUJER","404467","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",63
3800,"MUJER","954415,34","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",29
3801,"HOMBRE","494792","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",28
3802,"HOMBRE","405798","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",35
3803,"MUJER","274453,13","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
3804,"HOMBRE","411350","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",24
3805,"MUJER","1586316","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",39
3806,"MUJER","221483,33","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",25
3807,"MUJER","297046","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","SI","NO",32
3808,"MUJER","355311,73","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",51
3809,"HOMBRE","632709,64","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
3810,"HOMBRE","305152","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",41
3811,"HOMBRE","347514","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",32
3812,"MUJER","461827","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","NO",52
3813,"HOMBRE","297050","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",29
3814,"MUJER","740950","ASALARIADO","SECTOR PRIVADO","SI","NO","SI",27
3815,"MUJER","457581","ASALARIADO","SECTOR PUBLICO","SI","NO","SI",26
3816,"MUJER","800000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",31
3817,"HOMBRE","1725596","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",59
3818,"MUJER","322000","ASALARIADO","SECTOR PRIVADO","SI","SI","SI",57
3819,"MUJER","1099684,5","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",27
3820,"HOMBRE","278030","CONVENIOS ESPECIALES DE TRABAJADORES INDEPENDIENTES","SECTOR PRIVADO","SI","NO","NO",57
3821,"MUJER","427677","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",78
3822,"HOMBRE","408034","ASALARIADO","SECTOR PRIVADO","SI","SI","NO",57
3823,"MUJER","1120000","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",52
3824,"MUJER","639148","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","SI","SI",56
3825,"HOMBRE","838750,29","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",26
3826,"MUJER","564821,48","PENSIONADOS EN SU PROPIO SISTEMA","SECTOR PUBLICO","SI","NO","NO",58
3827,"HOMBRE","788174,72","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",20
3828,"MUJER","420405","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",21
3829,"MUJER","933264","TRABAJADOR INDEPENDIENTE","SECTOR PRIVADO","SI","NO","SI",40
3830,"MUJER","1454350","ASALARIADO","SECTOR PRIVADO","SI","NO","NO",36
3831,"MUJER","280000","ASEGURADO VOLUNTARIO","SECTOR PRIVADO","SI","NO","NO",33
3832,"MUJER","39884,97","ASALARIADO","SECTOR PUBLICO","SI","NO","NO",28
